marketing_spend,advertising_spend,website_traffic,number_of_customers,product_price,discount_percentage,previous_revenue,revenue
45433.56,19116.11,145995.0,3176.19,492.46,19.91,377931.8,223731.86
39743.01,10931.6,93564.32,3356.53,267.26,26.36,51665.29,150008.7
22216.91,10185.51,72815.3,1641.54,440.82,40.1,374932.11,166803.79
42444.05,9170.83,107003.74,2784.17,12.51,21.0,48615.6,109046.98
20236.06,23492.95,108930.29,2249.76,306.25,20.58,265664.33,194819.98
11349.83,11679.08,98289.61,1439.89,333.83,22.73,89849.57,100564.98
29504.64,13421.96,30412.46,638.89,72.31,20.63,176670.67,122454.24
26991.62,17834.56,69250.44,2135.16,394.73,26.93,147396.88,155137.58
38068.65,20977.73,87648.24,1678.81,53.92,32.82,33084.42,104618.29
17203.17,22602.92,80780.94,1261.23,111.9,43.49,383186.49,201489.1
23943.34,9307.5,71188.15,1893.15,296.98,5.63,435286.3,204274.36
14625.63,20198.44,139843.2,3583.33,423.82,4.52,351574.71,262508.77
29371.79,21345.61,23034.8,1605.48,70.83,38.15,35283.05,112114.13
25235.41,12088.08,31451.72,1769.41,487.79,28.86,89737.61,103013.79
16380.45,16425.9,157926.73,1011.61,286.43,28.4,477364.19,255162.73
18101.21,10524.59,35070.59,3119.87,80.71,18.77,189977.7,172250.48
14298.02,4960.9,49354.96,3144.37,343.58,33.76,435456.28,247235.97
16594.28,15916.19,68818.92,455.74,451.84,33.4,311938.5,126049.16
38162.69,25175.37,75167.25,854.97,399.6,26.19,285620.14,176017.08
38310.2,9474.47,122825.36,1340.72,466.93,1.6,393315.43,188211.1
26796.54,7171.54,101163.6,2204.22,457.95,7.73,256496.22,159987.46
16882.09,13099.51,33601.54,635.65,359.57,30.87,56033.68,68189.12
12507.17,20870.97,115368.21,882.37,204.06,34.31,380714.0,146008.27
17868.63,22170.85,165953.18,1408.71,451.09,0.54,132857.56,127643.98
20681.42,19248.26,68728.37,482.42,498.41,5.2,87575.58,90899.1
21722.89,14004.47,136891.25,3547.45,208.89,14.99,283786.02,196210.01
1807.63,1749.6,74738.93,1172.73,17.46,4.16,127585.28,79253.75
37299.95,15626.93,35610.21,2289.17,270.58,24.4,198143.1,172612.12
43880.27,27188.47,166547.56,1050.08,446.39,43.07,491179.25,224230.52
26584.13,13327.68,19357.17,2794.53,40.38,11.54,448520.46,199136.35
22376.08,13570.17,99504.13,957.23,133.62,12.22,248928.46,140732.19
32024.31,8594.33,23054.91,1580.79,67.04,35.2,172153.64,95361.03
44441.34,17056.19,40330.57,2995.73,195.75,19.15,106002.57,155611.44
24644.34,5822.46,137236.08,3404.23,355.83,41.91,172274.73,151918.0
1027.84,1795.92,82583.15,1984.5,289.26,18.3,169525.24,103727.88
24337.94,5932.33,128593.98,2788.59,143.43,0.51,244769.88,185830.35
23032.0,23607.46,123386.84,3604.53,152.48,9.86,99464.06,136491.98
26005.97,17153.68,101352.72,2146.96,30.3,35.74,266516.63,181922.91
19279.97,20863.52,122034.99,2402.2,307.23,4.37,366183.44,212351.98
15930.53,6187.79,19636.78,1742.4,374.61,8.06,301763.55,157045.02
24447.11,20148.1,137301.78,1008.84,126.37,46.64,392383.66,158432.86
14432.59,22676.6,99613.7,2873.67,251.79,15.72,419609.57,263336.61
17643.46,23001.71,59382.4,2298.4,160.95,28.12,444532.2,216169.23
33267.85,19260.64,49433.57,3150.28,457.48,33.43,475720.55,235321.63
44445.63,24372.0,123645.1,820.38,323.42,17.65,310338.66,156587.17
8007.36,11464.25,108927.52,2801.01,323.51,6.26,142154.34,159291.92
10536.78,18025.02,128317.29,1713.85,411.39,6.65,386802.98,177362.24
40639.51,22352.35,162093.78,2794.53,97.25,45.27,124795.4,138679.34
21413.87,12207.46,69634.6,1880.69,160.37,0.5,185556.35,148976.25
16708.62,7313.48,12138.94,1684.45,303.78,43.36,295244.67,125716.76
49885.7,27638.23,149296.94,1005.47,30.91,29.37,453503.35,230807.88
40106.77,22474.46,30458.05,396.5,16.84,44.44,250660.92,155577.08
18313.55,7854.18,58681.0,1990.99,226.81,9.37,27452.6,83580.33
1113.13,16633.28,129064.98,1735.04,392.64,3.16,245742.18,134524.24
30119.36,13094.35,84804.14,3110.64,253.99,25.29,43990.63,134146.22
28242.5,16866.27,87141.39,2010.72,191.86,39.56,241401.02,178209.38
9217.28,5065.71,71775.15,3278.32,331.25,3.63,339668.25,207884.1
5664.76,15772.71,43978.63,1299.94,167.27,40.43,254178.45,128414.76
6820.08,5668.08,72890.5,1555.31,354.86,20.75,102564.02,103535.33
12093.48,3801.76,45508.86,2282.51,291.54,35.27,252728.04,127870.13
3877.22,15154.31,62369.74,1405.13,30.15,36.58,299486.06,142780.32
10636.97,21282.64,49748.02,440.75,132.36,47.67,468728.55,194974.23
6611.97,2904.37,148224.02,1171.09,492.29,7.35,166900.17,97694.8
17124.67,17740.3,144849.83,832.34,126.11,7.77,216738.43,105315.11
13032.74,4429.6,60628.0,2871.17,16.05,28.6,483597.29,246687.65
35139.52,25131.07,86345.59,2990.11,224.33,19.4,94260.87,158095.75
18826.05,9814.06,88577.84,1807.45,355.91,26.31,492276.24,227598.95
31977.92,8234.81,44628.35,618.83,381.56,21.15,351920.32,153980.54
24156.1,6351.11,30223.99,1083.96,422.21,3.03,479694.88,175945.8
7314.99,15584.03,110002.71,1402.47,213.36,20.1,181002.3,123080.91
6430.22,4920.26,136620.67,2412.15,366.42,7.63,116313.58,119802.21
13962.45,16800.95,114093.3,1843.82,404.63,31.55,302287.48,191335.15
12966.05,6835.15,105777.43,1232.98,211.27,11.88,373587.07,198871.26
5628.87,11970.04,65067.62,2801.67,244.41,32.32,198824.94,115285.81
26527.81,8073.94,25571.37,3126.58,275.98,15.91,22324.9,103734.3
13910.3,18038.68,130628.18,1840.96,236.75,32.37,207727.27,135718.96
17923.79,15803.31,78206.4,2849.99,349.95,34.36,389624.15,199540.09
12026.16,14112.63,160753.41,2483.68,97.39,36.81,73311.14,108062.6
13166.42,12546.0,18127.32,2507.26,478.79,41.42,402475.0,174320.88
15875.55,8687.98,142664.35,1505.14,367.36,10.28,35929.62,96839.55
18969.48,23643.16,86289.85,1484.4,165.58,40.52,96801.16,123603.01
8016.64,6439.41,11805.98,2443.67,213.96,25.9,443493.63,229350.32
2218.12,3627.5,114913.23,1583.2,391.81,17.78,226533.31,115440.28
33139.86,14729.45,80654.87,2344.39,43.93,15.94,281564.15,177439.05
22519.75,24011.76,145047.5,1269.8,344.46,48.72,494610.02,248471.65
25281.21,17034.97,53927.46,908.1,297.1,5.75,82964.43,87985.25
27147.38,23570.64,37386.07,2914.02,51.14,4.79,173294.8,164959.18
10278.81,6352.06,99159.66,2018.22,18.45,42.66,437054.33,205548.57
48518.81,16543.08,73432.16,554.14,296.85,20.24,482839.91,218924.56
29946.49,24052.59,111945.64,708.58,211.54,36.71,407908.04,182017.83
21751.27,6143.35,148312.4,2630.5,470.68,36.31,315498.36,212614.09
17964.51,21662.57,25786.86,1984.75,478.9,20.09,248237.86,150209.95
1998.06,14460.72,86323.13,2829.63,218.62,13.76,288037.94,172901.83
17957.13,11012.21,66250.87,1929.67,375.55,13.55,398414.2,201843.63
37641.7,24439.32,138440.33,1033.85,380.67,3.2,30554.06,105564.67
20999.68,10248.92,79277.65,1378.12,377.89,16.24,92675.5,121902.7
8299.91,6149.11,48144.36,1443.29,413.33,25.62,204621.77,131353.53
45580.08,18357.92,121765.92,2139.92,315.76,21.62,145164.6,166408.09
19008.08,16746.65,163260.16,3052.07,197.16,0.71,334020.74,203971.1
10217.11,4217.9,146220.06,3532.66,454.29,34.84,391284.34,246026.81
27738.11,14818.22,128325.24,2131.68,331.78,23.53,496674.32,256100.06
17775.76,21845.74,97654.56,1264.68,306.69,16.01,37478.31,71953.01
3080.44,4342.55,150673.99,2545.92,340.72,21.57,105493.52,120347.5
20421.63,15861.34,119434.26,1005.98,166.73,25.59,253614.5,165913.31
18128.62,12673.29,112114.31,2413.36,332.14,5.28,111327.99,130553.0
35846.98,26127.22,33518.33,2239.24,351.96,1.44,330711.79,211809.17
2957.38,5979.79,48290.77,1585.01,333.67,23.4,74382.97,82673.24
20271.79,6726.37,122403.65,2805.27,102.31,43.66,382916.54,213274.25
4065.98,7846.61,140610.05,3470.92,421.05,48.42,54163.04,104916.26
9962.26,17637.99,19943.02,862.45,400.99,18.13,354609.64,138923.77
28322.33,6654.96,73504.1,2149.72,45.27,27.88,163187.5,156129.22
37092.08,26302.84,96652.72,1402.7,183.11,34.66,213019.7,141213.34
18623.65,14144.77,125278.22,2863.53,462.18,42.27,175732.54,182009.17
3670.52,11713.38,21181.69,2884.44,424.72,13.94,197728.62,136967.43
40123.18,14019.81,146965.56,1596.9,118.39,43.72,201103.59,131055.99
41625.29,16292.37,113142.29,1886.87,39.63,1.15,46541.07,128289.78
31440.43,17185.37,158163.51,1532.7,142.82,19.89,114064.77,119030.91
19885.3,9138.33,51382.34,704.82,305.06,25.72,440461.36,154951.46
6866.95,3380.08,86108.83,1914.96,167.69,22.59,26634.53,76817.74
7963.09,9050.76,103749.94,838.33,101.99,45.1,189288.89,90023.68
48856.54,16690.58,131602.51,1944.68,379.53,22.67,275031.21,186367.21
36156.4,21808.41,123158.14,1698.88,185.37,18.24,270633.35,164406.34
42986.16,23610.57,38956.3,1770.37,124.55,43.6,313724.37,197381.23
23947.71,14921.0,35318.95,1073.4,32.34,31.54,328830.21,187761.16
7794.07,6451.04,70888.21,2513.64,311.95,4.04,150103.83,140996.22
48564.2,27355.55,72098.64,2654.12,128.2,39.6,106228.81,165365.23
25618.24,19657.51,45135.56,1184.54,444.05,38.65,402973.08,214300.74
7616.87,12262.72,96444.71,2005.44,425.78,9.19,53265.02,94615.02
9133.65,21781.71,90613.63,755.99,277.06,22.98,179984.29,127531.25
18233.42,12505.06,120381.7,1162.43,210.12,14.5,44050.96,81141.28
49868.23,15248.62,107979.86,3142.07,178.9,30.16,486429.81,302250.61
16352.95,21333.17,154305.95,1603.1,25.11,43.69,286909.16,160947.78
49315.46,17173.85,44929.31,1910.98,499.48,25.24,477033.31,240927.37
29048.24,19673.3,161856.36,2863.3,390.57,13.44,382735.82,238979.04
34585.96,11828.01,77042.57,2892.14,89.48,40.59,459385.99,214851.6
23631.98,13344.51,135949.29,3010.98,90.44,48.59,322340.65,217976.25
46603.54,17838.19,38440.91,2484.3,368.48,31.33,157242.2,168574.7
40138.74,16035.26,64919.07,1388.87,139.47,25.91,487405.58,263598.66
12600.5,22250.25,86337.55,3278.36,349.41,10.48,441476.53,270005.16
47355.2,12042.28,16982.12,2435.66,360.0,8.11,38990.4,108809.2
10789.01,21430.33,22545.69,2014.09,22.86,19.75,317004.54,181416.15
25431.4,6055.26,41463.27,1012.73,175.32,22.12,428267.62,203041.49
10235.24,13338.31,107240.58,1814.57,218.46,1.23,232670.95,155224.83
46718.14,23737.01,137299.61,899.57,130.58,12.15,477564.9,220862.86
8927.34,3303.66,87412.38,3170.39,153.62,25.91,216639.82,161627.26
32054.72,14978.52,85495.42,1540.64,246.76,44.02,93350.98,101257.64
15942.82,4763.46,142578.7,3324.87,448.0,9.1,266236.17,184238.65
27161.38,16361.1,30474.63,2091.78,291.96,26.95,40884.51,88718.78
18397.94,22073.05,122780.28,2915.59,184.53,20.24,54049.69,119402.24
35485.11,10185.2,53188.44,382.3,320.92,9.85,204505.09,138228.14
10192.09,12841.58,159159.32,3518.31,232.81,33.07,466570.32,274556.11
12941.14,22129.76,164324.2,3693.43,259.7,3.19,108075.88,142622.22
5585.56,19431.19,49822.67,853.6,221.7,26.37,46181.91,51210.1
17893.54,9238.73,89407.39,2947.99,411.33,6.38,459958.77,228744.33
35296.19,25588.79,76865.8,1621.58,246.12,16.07,54842.08,124120.46
41628.37,17479.59,147438.49,2484.31,369.18,40.02,388629.79,236780.85
46307.86,21604.56,147399.75,2136.12,101.75,19.52,256296.3,159403.97
42919.09,10792.46,83926.85,1665.12,394.75,45.79,30150.43,80062.33
36342.24,23684.22,142930.99,1460.43,138.59,15.56,212889.45,162482.5
5231.62,16952.07,159695.77,3616.01,70.4,30.69,105574.75,150297.87
28122.2,22578.64,61778.21,1016.96,129.13,31.64,67911.78,68936.65
28195.5,18321.57,145899.46,947.59,162.94,12.72,274277.1,160766.06
41500.85,8969.5,69744.72,2650.59,337.51,20.31,286224.03,241311.87
17821.33,4360.47,85418.97,1341.38,174.33,19.21,139432.1,119683.45
30602.58,14281.27,49500.86,2647.91,375.99,3.8,454845.16,217908.85
27294.14,20559.09,79149.17,3196.39,392.15,24.69,253363.68,205727.06
4721.47,16324.21,138253.37,3281.29,351.22,5.24,150153.13,165325.77
13611.24,13856.31,138192.39,2873.1,310.04,3.79,202003.16,138433.8
19689.1,20529.48,67175.7,573.9,298.71,34.81,403972.08,165874.31
12303.28,22374.81,41196.86,2556.03,453.63,21.49,72574.02,129734.27
12054.05,5702.8,19626.18,1961.49,111.2,0.74,490496.64,248543.86
29549.57,17290.0,105259.13,2105.32,470.71,15.0,363179.09,228580.02
17611.78,9930.78,85474.72,1064.69,381.17,3.43,82821.84,98334.64
17596.09,17004.61,47368.08,1638.7,113.05,2.55,83540.19,113224.07
2597.03,1945.31,73679.33,525.19,410.08,41.7,131369.74,73538.24
23268.41,14221.18,53984.8,1805.11,496.23,4.36,274964.22,199424.85
19240.82,9214.53,121039.03,2512.01,89.3,37.69,408502.81,227660.79
8527.03,10579.16,16241.13,1415.73,235.57,26.4,333716.89,175345.49
14253.03,17366.44,60699.44,1728.61,84.04,34.61,240031.97,127988.08
18939.18,6015.77,122711.82,2380.03,370.79,15.99,42605.93,111252.17
7072.37,21411.76,35723.6,2604.21,292.01,28.82,449949.11,256042.27
22690.14,5828.31,57133.35,625.47,350.95,20.55,117675.84,91524.63
45543.5,18369.91,113521.08,2314.58,108.66,5.42,100384.17,143116.9
17857.82,19655.27,29528.59,716.53,79.55,37.65,399226.76,163328.07
31234.12,22736.24,35417.81,1855.14,386.29,3.48,456845.18,246038.59
3648.66,7422.05,20363.11,1378.5,230.61,42.9,276212.42,121629.52
10730.6,5540.76,154075.5,1352.46,269.39,24.56,147395.56,92833.06
21007.83,12458.17,100845.24,2396.29,372.5,38.29,330478.47,169721.03
44886.11,18152.79,83964.21,2716.85,191.16,39.82,371143.98,199287.56
38128.11,9592.01,56007.16,3267.01,494.24,28.89,210903.47,175101.56
46035.27,11696.89,134424.32,1848.48,124.8,12.69,312218.28,207686.09
45019.96,15660.08,160700.62,1768.12,208.35,48.48,327151.63,226884.14
24086.31,8541.53,28257.11,2697.97,281.88,30.03,239872.88,187823.41
22172.56,5983.12,75101.13,1755.99,214.15,13.52,49188.46,93474.7
1610.82,1534.74,34722.87,2838.91,257.03,33.81,474055.34,241366.05
49282.86,10377.87,13955.68,1402.8,276.58,5.8,59770.03,120598.81
6586.94,15289.68,79352.28,1420.56,391.84,35.43,393612.77,206686.29
44408.55,15507.34,41309.38,2460.84,396.1,47.15,89615.44,135294.38
19537.58,6584.03,123012.28,2630.29,101.68,7.94,214114.73,149044.87
30327.9,16716.52,130998.5,1167.96,473.76,20.69,386843.69,179603.06
7455.99,11693.61,154016.32,2676.09,266.91,45.53,326161.39,146576.85
23667.4,16995.62,19241.25,2568.81,220.37,45.61,402073.88,237108.19
31425.17,17619.66,25241.73,2521.92,218.52,42.1,181089.08,141103.7
47837.17,15002.18,110179.69,3112.22,481.78,48.75,245763.02,234212.72
12480.48,6900.62,66535.69,2943.07,488.84,13.67,363679.49,196855.85
13440.66,14198.44,33638.59,933.24,72.13,28.9,391308.89,175203.92
6257.07,18044.99,159499.62,2168.49,376.74,44.01,288034.55,179228.76
21419.88,21492.3,34064.89,1738.17,428.71,46.43,269351.98,160197.99
19831.03,11499.0,151215.59,2825.42,297.81,8.84,370773.92,209655.55
9328.95,10220.29,69726.76,2039.79,37.38,42.86,452345.38,200423.62
29215.26,23683.47,127064.79,2334.02,157.18,20.22,340709.13,210228.74
2091.17,15319.6,94371.99,998.7,448.11,18.13,138273.04,86458.92
33313.9,19459.98,160899.82,2673.83,395.57,19.35,417174.79,274312.6
29919.57,11218.53,75288.22,2434.06,402.61,10.82,57451.43,102312.64
46411.7,26135.62,151006.45,2962.1,392.23,4.42,455386.91,267008.92
32933.24,14731.31,151104.73,2485.16,241.53,29.27,70474.31,107625.31
16475.74,7531.08,71116.24,2916.54,484.6,23.94,144573.88,161829.76
7219.83,12362.54,152225.48,2396.43,449.98,20.1,284398.91,165547.13
11490.52,9663.72,120069.97,3553.72,239.54,13.37,259564.45,176002.33
43665.94,20497.26,99685.63,1982.01,456.39,41.86,163409.03,122431.19
10887.32,4468.5,153032.61,1971.65,257.32,47.94,225672.73,151071.85
39261.08,21671.73,23100.11,1714.14,167.05,39.45,191200.81,146881.7
21511.81,23363.09,55438.95,2979.44,414.99,32.04,218671.2,161273.33
42470.81,22649.16,85054.19,2840.04,87.94,27.87,189682.08,196387.35
21536.6,22658.37,133706.46,3333.51,416.99,24.96,290652.64,230075.24
40959.64,25323.3,147737.74,2109.56,299.65,49.59,344668.58,226076.61
37921.53,10800.86,133715.16,1648.88,185.43,34.99,451794.16,192001.32
39136.83,21352.43,125633.58,1960.96,364.64,11.48,290465.92,177837.8
42007.93,12088.21,112089.1,1154.12,357.02,46.38,424157.12,234045.62
18703.65,13597.7,88418.13,810.83,329.61,34.98,467923.68,174256.67
36395.61,23065.69,124513.28,1148.09,485.08,7.75,100995.56,117867.4
5609.53,10636.27,44603.18,3016.66,208.83,42.89,481808.09,207788.25
36269.34,16645.57,56476.63,2792.16,407.32,14.64,414532.77,222478.05
47037.7,25352.82,116723.44,1529.74,198.64,24.98,450202.3,266486.58
26410.45,13221.93,116666.92,1278.25,36.18,12.05,90807.2,116573.63
9836.76,13485.49,111077.53,1872.85,134.9,47.53,371437.52,203644.0
26635.23,10599.25,82936.84,847.18,220.94,10.25,464220.11,225238.07
6191.18,4514.8,146111.86,1606.41,264.85,42.75,349608.56,171711.27
24020.24,21309.25,61624.4,3021.65,256.57,0.81,388387.54,216757.27
28294.58,12983.9,119509.77,2513.27,30.6,43.63,340715.76,188307.44
31720.66,10684.75,114711.95,1078.69,172.04,20.86,24222.58,73265.73
15868.7,6021.77,151861.59,3718.29,317.18,23.57,283070.67,206074.76
8767.97,5895.99,148038.81,3227.53,360.26,44.02,123924.01,155607.28
27353.69,12798.17,79927.14,2863.29,37.04,36.37,153470.6,147982.99
23291.34,13136.5,130503.77,3444.21,164.96,16.37,92992.36,123502.25
32771.49,21479.91,117395.41,768.97,491.09,32.09,418215.74,189078.47
47182.73,17823.28,113259.51,1077.52,282.6,20.31,123641.61,116620.79
11161.27,10678.85,150871.44,2300.98,391.75,46.19,213239.4,148487.25
19160.78,15046.51,69074.78,1606.18,265.97,41.67,91249.89,107297.19
46290.2,28557.79,53655.78,1874.54,227.68,37.01,315344.79,225246.93
21257.0,7003.38,74316.51,2231.94,404.15,2.92,492270.31,214955.87
30690.33,24821.27,114260.69,2146.97,408.16,7.36,54306.37,110576.84
29824.64,25543.15,108995.74,3121.35,79.14,6.73,81124.07,172830.94
40409.56,13266.83,92765.21,2475.7,104.03,5.98,208408.58,200865.63
27584.66,6705.82,42140.3,1678.34,77.91,5.12,339901.08,177611.18
39158.79,24428.4,119044.22,1935.59,344.54,18.02,441126.13,217431.15
12648.0,11379.4,69396.81,1644.04,464.89,6.09,106504.57,115217.29
37381.98,12787.48,28851.03,1507.76,386.71,32.87,408864.99,181710.13
1875.19,14823.59,92742.19,1224.35,193.43,14.76,327861.77,127829.17
19537.18,18308.43,20414.82,1181.96,55.26,38.68,274037.37,149281.64
16128.68,8590.99,112898.5,2200.07,436.61,8.69,48341.57,108557.0
30197.04,15965.69,39050.47,2435.98,460.73,24.1,325529.14,187649.5
44731.73,12974.92,49629.36,1926.91,285.41,35.75,92360.14,119022.46
34543.02,25015.99,105917.99,2019.14,381.5,20.84,296212.19,184860.56
28293.09,25010.0,56483.29,3279.79,45.98,7.01,179709.93,155276.82
3807.25,9561.66,30209.83,1773.15,296.66,38.59,222208.88,133728.54
3493.16,11781.05,69113.39,1987.44,417.68,35.03,460300.96,227351.9
22481.95,13822.87,45718.87,1560.2,186.84,31.56,178538.79,132439.85
11702.16,3796.89,69421.94,1332.71,339.96,27.91,470806.83,188303.02
9379.17,14236.16,37982.39,2231.69,17.63,24.7,43312.34,87628.07
16075.61,10092.36,103770.71,2240.38,251.57,39.84,200878.86,144281.31
39980.75,15990.47,79906.12,3396.41,163.88,25.07,444830.73,260399.16
11955.93,16701.46,96655.17,3074.28,304.04,7.75,175426.25,157792.06
8616.64,3457.36,28392.03,1120.74,278.03,37.68,69736.04,50590.92
10917.86,16605.49,80909.36,2306.82,328.48,7.94,92378.91,99382.04
9315.15,6600.7,73185.55,1869.52,105.31,15.98,269036.0,139820.09
22139.49,23732.22,73888.44,2551.57,449.46,4.88,178549.56,159374.3
29322.84,7441.01,47328.21,2711.86,44.69,0.02,257202.87,160277.73
32708.82,13314.68,115737.89,3412.57,217.05,40.9,264853.58,183171.55
24228.75,17296.35,23773.99,1402.93,103.14,36.84,235966.96,150637.16
13542.29,19534.06,149298.21,1953.51,333.33,24.71,350228.93,226458.71
49207.2,21515.83,48069.06,1317.87,11.99,10.57,367478.01,180020.62
10189.04,2881.98,77374.7,2520.59,122.38,35.44,291135.54,172550.94
25852.32,24128.12,71105.15,3201.91,134.23,41.12,371012.05,227668.96
4517.08,17539.85,51724.23,2115.79,219.02,8.3,123746.1,123808.72
47261.64,21131.9,147220.18,1306.2,303.19,9.27,89685.09,148336.24
35217.6,24781.37,85377.21,2327.21,261.1,37.78,264976.85,150209.96
9717.71,15686.25,124026.41,910.15,29.67,14.75,66054.64,68647.64
23952.42,21538.76,45701.45,727.35,271.3,27.6,224327.95,121502.82
45709.99,23098.88,137798.21,2097.08,87.28,48.24,320823.07,180530.5
22840.9,12872.21,113995.92,2640.9,338.69,44.4,301875.62,178033.56
6491.45,14284.93,130928.42,2310.53,495.17,4.98,64202.1,100015.87
16073.8,6531.56,101434.91,1198.43,189.44,22.09,126878.69,120176.37
32435.81,15145.76,117311.18,3436.67,11.49,20.99,27264.68,131869.73
12188.48,5014.25,120474.48,3065.63,77.15,35.13,221906.93,162931.8
8655.82,2826.01,69397.61,658.27,246.83,12.09,129158.37,84428.68
30476.36,14312.73,90168.68,3309.6,115.19,21.38,70508.35,143375.91
6676.98,13369.41,129106.08,1692.5,171.15,20.1,353344.54,175524.95
43996.37,15537.04,122143.87,915.73,292.73,19.09,226013.27,168720.49
4003.9,8206.99,26505.33,1468.33,181.72,23.13,186003.61,111058.02
31215.31,12755.01,128017.23,1342.11,294.95,38.01,177087.98,119805.56
14367.41,8833.05,106714.19,2020.46,271.03,41.06,216737.56,149519.11
40862.8,20867.04,135179.43,2135.99,421.61,13.22,44595.45,144742.41
44841.7,9578.31,103753.57,2515.66,88.04,15.97,110882.14,149584.28
3021.4,1818.66,67447.29,1160.7,220.25,32.14,332402.34,154987.15
26277.11,20419.17,149907.33,3141.78,239.61,2.08,382288.16,266218.41
49069.24,29072.01,45838.82,2353.2,426.08,34.4,417362.2,228378.29
2532.89,13024.57,77708.41,2967.71,66.95,15.62,468041.32,194726.65
35098.06,20324.05,147271.14,3109.98,372.43,25.3,271453.65,193001.58
39993.96,23805.53,161147.63,1838.78,42.71,42.66,393676.17,208602.89
2771.97,10598.28,40711.42,883.74,259.12,36.98,426555.76,164446.05
21374.56,15583.73,35838.4,2596.16,345.42,45.24,418718.82,207766.92
43140.32,22361.65,145806.66,1648.55,40.19,35.43,206122.48,177050.91
15139.1,4482.03,49437.33,3125.76,224.17,29.36,409192.56,230188.67
14386.17,11373.22,65580.35,2538.52,439.91,28.01,434196.31,227540.82
16222.06,13974.78,41218.52,1924.29,257.7,22.73,100264.37,104064.92
27195.44,18781.23,86561.05,3026.15,135.98,18.11,120125.92,136918.72
38734.45,22448.72,51528.1,1044.66,272.26,49.5,266342.48,175743.73
12033.71,15089.64,26932.68,1169.25,147.19,40.55,434967.04,176248.43
13047.9,18590.29,152118.22,1286.24,444.07,32.48,265824.82,167940.81
15455.94,14423.88,123400.98,2376.51,90.9,47.87,455856.04,253971.6
1779.9,4258.36,73860.89,1032.31,15.12,41.47,73410.27,47994.08
22673.39,5830.97,126382.06,1508.35,273.11,27.88,302088.35,165203.64
49755.46,17994.14,151948.55,2908.1,344.12,28.51,369928.69,217144.59
46833.69,25178.26,136406.46,1618.0,401.16,2.2,78092.53,131726.64
43767.47,15819.16,139646.74,2995.14,197.58,40.38,290691.38,207086.23
10996.64,4143.16,93097.0,998.27,63.6,10.05,188772.01,91545.76
14935.46,18369.8,25553.58,1028.97,309.43,5.13,164631.87,117612.32
9573.91,18331.5,49482.8,830.59,461.72,4.92,126958.05,101854.67
4453.99,19314.92,63084.11,2562.69,31.88,42.57,470602.21,236273.8
10903.6,11466.26,88991.97,3259.91,457.11,41.98,94337.78,122005.87
37339.12,24101.98,46180.3,2384.99,433.82,44.03,329288.54,218855.56
49021.33,13780.06,92452.46,2816.42,456.58,40.81,441457.6,254783.15
24693.95,22037.61,62247.23,1266.49,412.63,44.99,210380.75,148769.51
17371.45,20669.37,130719.02,936.05,256.99,3.51,188743.12,135684.75
47644.51,21639.06,146276.03,3365.28,104.61,47.05,102890.78,155768.76
1149.99,4078.58,146719.7,2096.87,329.06,49.04,123559.16,104578.11
27501.98,23395.17,166637.11,3755.96,264.74,49.0,469543.7,300864.14
38110.12,26236.36,91029.84,1471.35,420.17,35.36,484255.78,211721.93
40242.71,24089.48,145110.87,2016.14,499.65,30.32,43178.7,146412.51
18601.02,8433.97,122495.07,2350.88,280.78,2.24,424041.88,208330.29
48539.88,22531.18,166893.87,3394.4,101.28,2.11,115991.93,178155.71
25354.27,11183.54,72849.69,2032.71,192.35,8.67,425058.98,217370.83
41167.19,19874.89,90890.7,2377.03,265.99,11.9,114334.74,127585.59
28535.11,21495.33,94483.43,2344.51,74.15,27.32,299294.73,201572.74
26708.71,21988.58,38984.47,1180.97,414.72,19.22,476428.77,255515.49
33282.02,12032.99,25674.93,1307.8,194.97,20.73,214476.72,137619.77
44742.6,17676.22,23105.7,2161.13,62.86,35.67,279220.94,176382.57
17343.95,22246.36,68382.86,1987.51,180.09,12.4,488816.92,254563.67
42676.15,27173.78,54761.62,733.02,267.85,43.09,70499.0,99731.0
44299.65,26889.37,119788.67,2176.72,494.21,29.38,242945.94,177176.61
1979.02,4249.74,121590.76,2115.81,313.99,41.9,77790.7,82549.83
40410.3,25783.11,158015.55,2504.17,240.5,20.42,189910.08,188359.06
44593.16,26757.99,157750.43,1843.39,345.65,15.14,50483.63,142873.06
42114.42,20592.32,44713.64,983.49,443.62,13.2,400561.15,215558.3
35119.7,22321.79,37848.97,2137.51,376.31,0.26,350121.73,232537.55
13483.85,3899.95,30412.76,2525.48,85.04,19.15,29807.75,94978.45
11546.94,16560.06,146724.72,3587.99,121.07,30.93,130071.9,130762.44
34981.77,21173.79,27101.58,1615.09,322.27,27.09,124362.58,117951.8
36734.29,10136.49,62405.37,2532.34,277.74,1.17,86121.33,105129.9
8312.16,20593.16,135425.97,3585.41,90.76,29.07,314715.83,198764.64
31933.01,10247.71,36864.73,1345.15,109.59,47.88,152931.55,113331.51
36690.37,16334.02,61050.67,2773.29,404.56,6.61,38687.64,126088.25
43170.89,14324.33,70074.04,3062.35,85.25,29.73,436894.5,218928.9
31122.1,13681.87,86847.04,3189.24,128.72,30.88,495414.36,239060.19
31387.19,8940.15,38299.17,2253.72,386.68,34.98,302700.84,165789.22
4953.34,4246.76,89279.72,2294.62,416.68,22.72,309812.1,159001.68
39453.41,10490.62,39076.86,2101.72,497.68,4.79,494067.37,286607.77
