marketing_spend,advertising_spend,website_traffic,number_of_customers,product_price,discount_percentage,previous_revenue,revenue
15165.1,12502.02,39009.56,832.68,308.86,41.11,218872.88,110452.75
37001.53,27200.81,40963.61,1166.05,320.29,24.69,277868.78,177388.72
28754.61,16116.36,124537.08,1439.43,64.03,42.11,403900.4,224164.18
27994.53,15816.22,35072.87,1892.2,10.72,9.15,78632.07,94348.29
41598.8,19716.23,117661.13,1582.09,396.7,31.68,457115.54,246343.29
35816.11,11290.31,39898.84,2413.43,275.73,5.66,391590.49,186224.24
2302.31,3830.16,25219.1,1873.12,466.46,40.28,187533.57,124424.39
3423.5,14393.11,40081.35,1843.97,273.25,11.78,24887.16,60772.05
30476.36,14312.73,90168.68,3309.6,115.19,21.38,70508.35,143375.91
24823.41,11117.86,107489.25,1572.43,352.25,32.8,89309.76,84174.07
13749.05,3861.95,125818.66,2571.38,353.48,23.91,69718.41,103134.04
21514.15,21300.81,40682.17,303.56,42.11,38.94,69333.91,68890.39
38137.61,8757.93,101353.43,2743.85,349.89,34.41,480869.69,217050.67
41503.96,23425.46,135947.11,2237.11,114.14,6.52,336060.81,229535.55
28499.93,13648.76,61217.76,1010.41,134.72,38.67,413906.59,172583.97
19883.1,16151.03,29479.59,251.78,25.39,21.17,290150.61,123993.34
14264.14,8182.55,34158.2,2320.93,317.41,29.89,317352.66,172561.32
26574.01,8845.09,25352.08,2148.59,368.55,10.83,442879.19,192567.95
16422.73,14185.61,144994.22,2754.65,122.94,21.15,145745.21,138714.51
28640.66,19792.68,75455.88,1745.9,398.34,40.86,353371.83,193521.15
34155.97,11143.31,89800.2,2402.96,383.4,46.31,451668.31,235070.71
4237.88,9856.58,124345.04,2378.6,210.79,46.93,469420.29,211466.56
1052.31,9381.23,66372.26,1124.66,43.43,35.0,233143.15,101128.89
11401.58,6991.91,104713.41,2127.99,147.29,3.95,431221.86,180595.25
44831.06,20484.68,32506.32,1754.85,91.06,22.13,261852.59,167837.26
32668.25,9879.4,82634.84,2901.68,479.82,9.65,143785.27,188775.62
9426.06,12325.32,28855.51,1501.4,410.69,34.88,140460.35,111040.95
44622.93,11636.5,50310.4,1616.2,48.4,8.07,236847.93,147338.97
24027.84,14773.65,59353.34,3251.54,261.6,48.88,143786.49,138829.45
24328.5,11441.88,118203.16,3284.96,140.77,9.73,34389.75,135977.67
46841.56,18687.11,117694.8,1391.1,25.74,2.64,70662.56,112858.71
3914.85,9741.08,121119.48,3345.45,167.93,42.18,427625.67,193951.81
11543.74,20513.44,30365.24,651.93,72.52,10.11,443604.2,203495.64
29702.79,15994.3,161913.0,3384.4,119.14,1.2,439061.05,291724.87
10578.84,18576.5,27752.1,770.4,170.0,27.4,285781.92,152438.64
34296.82,11759.59,134141.1,2004.96,210.36,48.46,468904.33,234634.32
11490.52,9663.72,120069.97,3553.72,239.54,13.37,259564.45,176002.33
5858.69,3135.98,93314.24,848.01,264.9,20.44,242021.46,114769.26
11142.27,10933.04,77380.72,2922.29,191.3,11.86,247703.44,160514.94
21713.97,17882.44,129090.14,2180.18,254.19,27.9,141973.73,137124.36
9630.78,18770.41,127295.71,1058.35,214.75,16.14,314481.62,141314.51
7599.91,13055.32,35335.12,3038.9,482.58,29.57,235496.54,160759.35
43153.81,21612.18,137221.45,2378.88,43.14,23.9,487835.68,253929.8
16699.46,7296.6,22228.05,2765.0,297.12,46.45,102551.07,115047.22
18677.18,4960.95,81547.95,3028.15,104.89,33.5,56818.04,115623.82
3708.25,16679.57,111880.52,701.84,193.96,34.13,188547.11,98087.26
18511.11,7459.47,130112.46,1518.6,277.77,24.32,123463.96,108260.81
13975.55,5072.92,76209.31,1458.12,382.31,15.16,496114.2,221728.09
30913.77,24965.22,59316.6,1947.69,489.09,15.7,288117.56,220099.84
11064.12,21501.49,93346.84,775.15,251.87,25.2,192664.46,105092.9
44529.91,21423.0,58418.57,1520.1,135.92,9.6,328515.75,233149.15
46553.66,17194.16,95420.51,2939.55,397.87,6.62,237493.52,222380.25
5891.72,17926.52,86404.9,1034.28,118.57,18.62,120236.07,113663.25
6262.74,5744.59,122768.82,2747.55,258.84,6.52,209369.27,153443.73
6651.0,10203.35,47975.75,1674.83,424.89,11.54,157450.09,113253.52
31358.89,13733.62,44984.74,529.97,207.86,26.75,326044.44,134108.73
6976.48,19692.95,89511.23,1061.94,282.92,39.5,411952.93,196851.33
42766.73,26989.01,33914.34,678.56,68.58,11.24,146037.01,106873.81
37959.3,20784.14,54881.7,2171.59,37.42,39.58,318236.8,182226.36
41170.63,10893.56,65002.06,678.25,493.28,0.78,360070.33,215545.5
26776.97,15258.15,87912.83,2926.4,97.66,49.85,197605.19,139890.18
49837.18,15251.34,56269.39,2720.66,174.42,25.85,254017.11,178037.73
3164.58,18388.77,101003.31,837.2,257.3,23.79,192232.0,122386.77
20661.98,7331.25,138235.13,3366.95,193.49,32.53,198994.38,144077.24
16872.9,4933.63,87787.39,3320.5,57.7,23.76,234183.94,162305.4
47483.63,23733.09,65578.2,553.95,106.49,20.4,161803.0,123766.1
29266.19,15192.32,26141.09,2986.66,251.79,18.55,254398.38,193526.92
40503.36,24948.79,44775.64,1134.32,225.01,48.89,381077.71,167329.76
9346.72,3824.62,89436.22,2474.99,401.11,43.07,209262.91,151698.14
48953.07,25911.6,124867.06,1231.3,162.78,25.12,473810.14,229799.32
25433.34,6314.7,17253.61,2556.89,470.75,41.82,124637.85,129724.16
25189.93,6085.35,36773.01,2725.41,148.58,7.45,235762.28,187031.62
48573.35,19210.33,66635.05,3270.37,172.34,26.47,308808.8,243189.67
19655.89,8746.36,58364.19,3270.17,475.16,22.51,280766.92,204968.39
20478.73,16173.26,156907.63,1104.53,421.84,16.24,474531.52,237280.76
29652.88,6934.01,40093.94,2208.56,165.31,45.92,175677.46,119380.27
7274.58,2645.01,16181.46,972.74,203.69,41.62,201263.47,100998.83
16733.2,18026.03,70607.98,817.22,422.71,45.35,305927.15,179381.15
10467.21,6691.66,29847.42,680.74,52.18,31.76,306256.11,121949.26
6060.89,14512.31,34964.23,2990.49,154.39,18.81,397971.67,190389.7
43441.09,23811.7,83129.71,2498.23,270.46,37.84,401367.56,261777.85
29877.23,7632.4,55532.64,524.0,416.16,5.43,25218.06,67909.17
18574.97,19225.2,33680.54,3122.67,286.66,42.65,386815.7,196347.87
21024.8,9939.17,100575.34,2945.53,249.99,1.44,364576.96,228501.06
22144.43,12525.03,87766.49,1435.45,481.44,40.91,301169.69,142732.23
32024.31,8594.33,23054.91,1580.79,67.04,35.2,172153.64,95361.03
46411.7,26135.62,151006.45,2962.1,392.23,4.42,455386.91,267008.92
46706.2,20775.45,62903.75,2375.01,72.25,7.35,374345.42,232285.39
20183.11,14377.59,155902.29,2222.45,369.09,22.62,143497.95,124278.66
17133.86,22813.59,158323.97,2377.55,276.11,14.99,166505.7,153442.34
23101.28,11643.12,77258.51,611.59,139.68,43.36,361018.74,158384.14
28828.78,23635.95,57050.97,1837.09,276.24,9.64,460474.07,244400.53
23629.08,19259.73,141461.43,1794.02,440.91,20.85,255459.77,159607.47
33278.92,25262.08,77596.11,1314.63,241.37,13.02,442015.85,200922.82
28165.55,23835.25,47783.05,1120.82,13.22,6.36,203414.96,146648.46
16715.06,23168.09,103517.59,2499.53,37.74,12.99,209678.6,161049.57
17940.81,6655.86,81288.04,1751.29,319.99,43.0,349251.78,153800.03
19551.05,19932.53,144198.62,2055.82,342.19,35.78,44258.09,123568.0
5637.35,17315.11,124597.89,1184.63,206.87,45.71,86682.48,76087.67
9137.07,14892.7,143954.38,3609.18,128.96,20.26,369644.0,221676.93
36432.58,13224.3,122111.37,1359.94,360.82,12.02,136201.04,106000.53
20065.74,23333.54,116782.2,1861.63,159.04,1.32,104037.95,130800.53
11512.41,6788.71,82956.66,1066.38,46.27,24.76,62745.31,64065.89
28570.95,15955.91,160959.95,2943.91,210.71,1.99,127930.15,158583.84
38021.44,18273.29,158697.53,2158.26,274.18,0.21,140226.04,155621.3
13613.7,6378.41,133186.41,1965.52,483.16,30.24,183757.43,139785.51
41512.7,22891.85,135734.77,3316.45,300.19,8.24,470398.19,250538.08
46447.74,11522.46,97964.1,2792.31,112.08,27.99,329416.88,183405.47
30272.33,20069.87,58720.14,1901.24,417.77,28.68,352790.53,214893.38
33778.44,23803.69,150981.61,2213.82,152.83,36.19,83719.23,150222.83
3576.22,8028.47,12991.12,2948.67,480.05,19.16,112480.01,120043.97
47330.47,23799.8,57018.64,3158.83,169.4,35.26,451362.13,261720.77
20231.75,7603.44,69623.96,2491.96,455.66,18.3,324468.38,200181.86
46271.12,26250.23,110992.97,2859.39,440.69,4.89,408632.48,282820.3
29369.9,24938.6,106278.38,3238.76,433.36,15.5,191582.06,206831.2
1226.32,3722.79,33471.53,3063.85,29.3,0.38,297059.3,170214.42
2888.56,14568.97,31850.92,497.85,426.44,23.12,261059.65,104009.76
34340.52,17231.81,51023.14,3247.4,363.44,37.02,118597.76,175290.33
28570.73,16578.38,68825.48,2482.89,173.81,39.24,415889.37,244488.1
2300.09,14736.57,18827.04,1913.1,250.15,11.6,180203.0,110003.6
37429.54,17516.35,119419.17,1895.28,323.56,5.28,244105.98,170305.39
42755.12,20757.39,57526.39,1363.16,472.33,9.27,83836.69,109697.28
25324.46,10067.46,64007.61,2752.25,392.24,49.19,326411.21,172289.6
23822.11,12645.3,63676.99,2316.25,219.97,15.61,399745.01,227423.85
1268.18,17625.82,93315.98,1148.62,326.26,21.46,216986.39,117395.51
39545.84,10552.27,138112.77,2559.31,101.08,3.78,489503.36,270746.23
17205.09,15593.74,39136.53,705.06,217.73,39.47,143640.3,75048.01
44059.42,12905.48,64729.82,1864.59,397.74,22.42,439078.68,219638.07
19279.97,20863.52,122034.99,2402.2,307.23,4.37,366183.44,212351.98
28688.82,17529.12,25436.85,2070.67,393.79,23.65,465085.58,198017.88
14246.75,11208.8,134313.94,1192.83,259.81,35.66,375511.14,189123.5
8868.83,7145.35,150180.92,1128.14,196.27,23.65,257529.09,112275.26
38970.49,16812.57,106557.45,1383.04,373.84,48.43,218465.82,167986.57
25332.93,24240.03,163085.74,2675.82,55.94,43.58,418111.75,257031.85
27287.91,15887.16,77603.7,3189.9,489.52,25.74,423374.47,234865.05
48305.38,19316.12,80632.5,2762.62,474.7,47.03,302673.88,198374.1
48215.42,24695.42,40162.43,2463.37,441.38,40.57,357019.68,237636.17
42926.46,16476.71,23321.17,1174.28,443.3,18.41,242171.62,153436.47
10192.86,10873.34,49151.8,669.71,260.42,38.57,124818.23,79846.48
30119.36,13094.35,84804.14,3110.64,253.99,25.29,43990.63,134146.22
44029.22,12248.78,88412.97,1994.54,411.84,26.96,333778.58,181189.1
19348.73,18289.03,51179.65,647.38,148.8,26.03,341222.26,158340.49
5954.2,18714.94,108828.78,2195.55,426.46,40.18,339326.51,161665.22
40737.18,26306.49,52320.05,2320.29,108.43,45.93,289955.58,204580.91
24606.41,22596.94,70378.17,1379.6,440.76,15.98,184352.41,151378.57
28655.24,15040.83,45410.55,353.87,275.13,32.1,136177.59,92212.79
49125.07,15864.3,118707.67,2496.2,423.17,31.42,51538.32,144863.29
30753.36,19090.19,95175.16,692.15,251.64,44.37,91044.19,95562.02
21823.99,23481.54,130519.89,2007.7,308.13,22.36,321583.13,166072.31
19129.23,18503.33,28103.65,2632.37,464.13,9.51,388674.25,240911.33
21463.35,14442.22,78231.27,3387.81,214.92,10.15,455658.96,274886.59
6801.56,15292.08,157442.66,1961.09,117.94,2.56,60280.05,83073.95
39942.78,23553.04,31617.27,316.45,54.58,5.04,410732.59,208691.01
42048.13,26835.38,87133.21,1965.09,299.09,15.06,306761.49,206571.93
14935.46,18369.8,25553.58,1028.97,309.43,5.13,164631.87,117612.32
15886.03,12124.42,35964.27,2868.87,314.15,43.55,368380.52,219489.06
43842.38,14603.8,83749.38,2582.11,28.21,18.1,494889.94,218604.57
2174.55,10682.6,36385.52,1454.47,23.43,18.42,202120.47,112958.84
26502.41,12199.95,89979.5,2759.78,448.75,37.88,321170.2,194087.53
23720.11,23627.93,157698.44,1877.99,350.8,15.07,145199.65,139062.37
34816.21,17368.58,47953.96,1852.88,65.53,35.76,118413.48,141954.85
9006.19,11506.34,29747.11,2924.81,46.57,41.12,91583.01,115365.9
33748.21,14039.47,135896.68,1359.94,89.31,18.01,35433.73,89668.02
19459.97,16860.43,85227.47,1434.01,405.39,23.89,367429.02,217119.5
31317.02,16904.4,146502.13,3400.73,364.31,16.11,90060.3,169402.3
2964.66,3609.39,52275.39,1700.82,322.94,21.16,344611.01,167050.36
23624.63,22174.48,113731.72,1590.54,323.99,29.04,437412.26,235458.04
26590.29,12818.81,149135.51,953.84,430.85,17.48,426367.82,208999.34
11501.99,11235.68,38884.43,1509.39,173.39,23.21,163503.22,113383.26
7841.56,6078.82,125968.7,2181.59,167.89,24.81,79714.97,87081.72
10235.24,13338.31,107240.58,1814.57,218.46,1.23,232670.95,155224.83
17862.91,17762.66,137087.4,1590.07,494.94,8.18,107018.82,122941.61
5743.7,18831.46,44815.71,1394.56,281.9,27.07,199283.79,111034.51
47418.67,10990.08,76734.6,2346.76,277.98,0.13,293034.26,206483.22
20844.71,23648.91,42600.53,2897.71,406.7,35.21,329286.54,207811.52
40639.51,22352.35,162093.78,2794.53,97.25,45.27,124795.4,138679.34
48746.44,15793.11,26724.79,2107.5,208.65,37.73,129102.13,151590.25
4956.03,5478.46,18877.86,2563.33,324.27,15.71,435664.37,209047.45
32931.8,12860.08,145520.71,1306.52,494.13,22.49,473546.12,241618.29
43699.05,26316.46,69663.68,1321.5,85.69,32.54,328374.12,221298.87
32077.49,12597.61,101645.99,754.94,231.49,34.02,287275.14,149612.55
22022.28,13929.47,57827.53,1403.09,453.74,48.87,335875.16,187592.61
22122.74,18686.44,114019.12,3566.68,365.51,24.65,81737.83,135011.32
2759.05,18055.61,47352.55,1291.77,310.75,12.48,450578.74,172189.01
27195.44,18781.23,86561.05,3026.15,135.98,18.11,120125.92,136918.72
49683.61,25122.35,102454.25,861.03,101.73,46.12,341446.69,179025.46
47976.67,13475.21,64158.38,1753.96,193.36,31.64,126545.92,148139.95
2979.56,18205.37,56060.88,1399.55,135.0,43.21,358779.94,175333.5
35584.05,12993.33,35724.63,863.21,406.15,36.2,381648.23,184559.69
15786.48,6160.67,112319.46,1741.87,363.14,48.27,375702.07,186274.93
45246.47,28586.06,52269.84,2250.06,419.25,25.06,225775.29,219884.95
3210.62,5074.1,51417.61,1778.98,93.83,47.5,311375.61,128918.7
46857.83,12536.28,63880.79,2867.97,161.88,44.29,307034.55,183240.94
42036.31,21114.67,87774.92,3163.22,386.59,42.15,365750.17,237957.7
6757.71,8069.37,113327.96,2064.13,90.14,46.95,259520.42,137901.91
3931.39,3886.59,70161.31,3297.81,81.35,26.28,263500.98,169275.74
41900.68,20602.0,147790.17,1047.81,197.7,37.14,348516.06,160101.67
8632.13,17026.64,117190.23,1487.33,101.35,27.77,101672.44,81180.45
27210.01,21409.37,143708.07,2027.0,48.66,38.81,333190.32,179838.53
45871.5,12706.8,119036.76,2385.02,163.26,38.19,91150.86,117886.87
28804.96,17119.9,40247.53,1884.43,439.04,37.92,367920.81,195943.88
20464.43,20459.61,163167.15,2562.97,37.7,21.42,206678.3,141621.04
22805.79,8202.35,125616.89,3327.21,287.39,39.81,422999.7,223606.04
4092.74,5368.35,92339.34,1366.64,285.87,43.82,62437.7,76580.34
48468.86,10240.79,37151.12,2654.63,270.11,31.81,241051.26,163981.48
16222.06,13974.78,41218.52,1924.29,257.7,22.73,100264.37,104064.92
10278.81,6352.06,99159.66,2018.22,18.45,42.66,437054.33,205548.57
15016.32,17625.99,79449.38,1365.55,33.25,38.92,80119.05,80388.07
48254.29,28914.03,126130.85,1612.45,260.49,23.48,252893.73,202298.48
5620.02,5694.74,63557.81,1544.38,484.47,28.99,70520.59,60925.68
43497.85,21856.96,96848.12,2798.42,209.91,34.29,402901.98,262099.97
35684.35,11767.64,41668.03,1690.87,241.44,34.42,155379.0,144882.4
41670.94,9185.32,34852.42,720.38,491.21,15.55,305148.41,137739.67
48818.98,25055.6,36012.97,2483.67,391.77,14.63,101668.97,172934.6
42265.58,17416.21,137780.66,2712.71,387.35,44.37,188770.82,169951.4
47225.74,28407.49,108257.0,3394.08,257.32,46.85,74574.64,144557.7
7219.83,12362.54,152225.48,2396.43,449.98,20.1,284398.91,165547.13
39993.64,11569.64,122931.23,2612.48,294.78,45.67,21657.49,121300.59
27738.11,14818.22,128325.24,2131.68,331.78,23.53,496674.32,256100.06
27631.28,9982.65,86799.59,2508.26,395.9,8.36,219813.85,183008.38
45047.16,26631.0,144545.62,2087.47,209.23,36.64,322134.65,239443.9
48618.39,23696.29,160556.23,1302.56,477.1,2.29,157654.88,176120.31
35537.08,14261.57,121061.59,3566.69,494.12,5.7,141559.12,155315.25
24663.98,15725.29,32890.63,2353.51,297.7,47.05,426144.77,241760.11
23363.79,18227.62,113979.98,2434.91,118.81,25.88,383927.79,202819.97
19930.73,19751.87,38264.31,1687.44,389.7,13.32,328780.17,198923.8
18718.35,5806.54,20842.48,2267.36,167.85,24.02,381106.36,190285.6
20183.84,4975.88,109451.27,1014.9,292.78,28.91,104150.31,69410.1
5397.91,3811.41,129093.02,1691.19,52.48,31.95,468364.28,185273.07
4794.37,9161.3,35361.06,638.43,405.62,17.41,238277.84,97828.82
39213.62,17443.5,29706.35,614.0,479.95,19.37,436981.6,232771.73
22857.57,7732.52,139731.83,860.57,56.17,27.49,373307.32,150825.79
46603.54,17838.19,38440.91,2484.3,368.48,31.33,157242.2,168574.7
30998.83,15311.41,22336.61,870.88,431.81,46.07,293272.11,168764.22
2723.62,3171.98,112090.47,3073.27,63.66,19.61,483989.98,237226.43
8718.64,20118.6,144013.63,3442.93,130.93,43.73,37802.31,115720.0
11085.17,14400.38,91118.94,1044.44,202.02,49.66,224711.23,152255.02
48811.07,17838.66,97560.09,2643.51,420.01,16.95,317859.01,180184.33
11716.51,12727.99,64027.17,1755.02,251.78,1.36,183150.11,117734.09
26272.03,11881.26,49082.17,3010.4,77.11,30.22,172599.73,127699.57
46872.67,26533.99,135735.84,2183.49,135.62,45.18,379371.98,208915.24
48882.44,21489.28,145337.66,1925.42,239.02,2.67,459836.91,223027.71
12581.66,12666.8,61713.93,1262.81,29.24,9.86,278061.6,162909.53
3406.76,18943.62,59858.68,3019.8,319.19,33.81,475140.67,217761.33
8526.49,18545.9,58666.52,1049.25,22.41,40.48,68613.77,76422.52
4103.1,17170.26,26072.54,2630.74,392.63,4.33,129185.78,139005.68
10561.09,7011.6,51365.16,919.97,369.59,18.19,62101.73,66964.82
28859.92,9257.88,16125.69,2046.48,434.07,11.94,229056.46,160916.69
45709.99,23098.88,137798.21,2097.08,87.28,48.24,320823.07,180530.5
27323.73,15103.27,54192.01,674.33,305.27,34.12,116226.52,106073.72
31673.49,20167.1,121206.18,1071.24,392.7,23.78,235298.57,141389.21
10891.5,17510.53,97770.74,1405.23,262.72,43.12,348509.41,175919.61
40228.6,14304.33,137875.69,3012.67,74.09,26.88,326953.89,225006.13
31271.66,12305.01,154098.93,2984.42,58.47,45.57,322055.34,215151.95
43342.7,18739.76,73249.09,1061.09,306.89,11.94,310895.49,157543.54
47493.31,15332.87,30075.72,1631.36,253.83,1.37,493572.95,234592.16
18047.14,17121.69,127395.98,1018.24,465.48,21.44,362682.32,186795.34
5438.37,16148.92,21007.97,2281.28,418.58,10.21,455683.04,224215.81
12070.52,12118.86,47024.77,2635.7,364.64,41.79,476830.5,223351.67
22454.24,19104.94,28005.3,2831.21,491.37,26.65,432645.84,243713.94
47338.99,19921.33,151168.58,3424.51,350.36,14.43,65680.68,136639.72
19537.18,18308.43,20414.82,1181.96,55.26,38.68,274037.37,149281.64
38767.89,12640.46,86559.98,1270.95,48.01,26.34,203125.99,161027.83
27483.36,20404.11,82803.16,3114.12,409.78,25.14,66592.86,126643.53
9957.63,16436.44,112797.13,1087.41,186.74,9.04,290820.3,127767.54
16715.97,9042.01,54246.5,543.33,462.9,49.76,122155.77,76663.66
33006.4,17942.71,146040.0,1741.5,67.94,32.95,299233.86,167374.52
33969.82,23972.54,130658.17,2958.16,107.41,42.74,412346.67,213998.62
22303.23,9826.34,75543.76,2490.9,388.85,37.99,209042.27,148016.81
12203.63,17292.33,70747.67,3316.2,425.26,25.15,475917.71,255686.8
36373.43,26377.04,144405.43,1864.67,434.93,0.49,387904.89,205572.27
9274.78,19246.67,130171.08,1550.81,58.58,33.33,406055.4,215721.86
46896.81,17709.0,77022.21,1581.91,197.08,5.04,73899.87,118459.18
10207.28,14382.01,66004.52,2698.57,326.73,48.07,472099.08,209346.84
6258.31,21091.18,27511.7,859.03,460.21,12.46,36574.0,79292.49
25384.74,16661.48,30176.73,2999.35,127.12,18.37,425069.7,248978.34
26457.93,8034.62,19245.88,1682.62,304.17,27.58,34232.32,96414.69
25901.45,6566.19,13793.2,2440.09,80.32,25.13,97979.57,94489.26
22396.71,20390.47,43478.87,2716.45,376.17,32.76,171365.65,178577.68
49745.93,18709.94,144253.51,2209.83,72.49,39.17,374125.07,195803.52
24827.75,10278.4,128955.82,2894.76,499.99,37.88,451721.8,193893.64
24419.38,12163.48,137338.99,1844.31,55.21,45.4,339919.41,159976.43
21666.54,19602.08,111132.72,3007.35,345.82,23.5,369328.9,245081.87
4274.46,10427.22,103830.92,3008.47,390.75,26.71,159090.96,141335.33
30054.87,23446.72,41727.48,1950.63,136.41,43.7,488180.72,232185.38
12170.42,17265.13,120162.08,1333.44,134.87,14.12,215712.42,115772.79
32242.84,25941.84,66357.3,3245.43,302.11,12.3,458198.63,293718.91
3490.84,18523.99,95110.93,3321.8,318.93,0.46,394042.05,249880.89
49087.97,15281.26,155659.79,2675.78,363.06,36.92,196287.95,169992.69
23981.25,18147.9,145757.56,3682.04,294.34,34.38,184704.92,188578.2
44941.01,9888.79,46724.09,1791.73,95.49,13.84,346150.88,216565.39
24302.5,24687.08,131564.0,1846.72,462.83,6.5,471426.22,273603.55
3956.21,6380.86,25197.85,1561.45,91.64,2.13,342725.34,162309.75
41288.46,21721.2,26254.62,364.4,286.97,24.39,431564.97,173288.31
32761.0,23610.7,27973.83,1832.32,460.8,9.67,483815.75,244490.3
39306.1,11490.28,38877.96,2226.46,457.36,39.67,178401.26,152418.49
21980.32,21429.71,122911.29,1032.16,92.27,47.5,278475.93,153662.19
32258.9,7190.57,63431.81,1158.39,126.92,38.84,312371.91,141311.47
42955.22,17709.6,21479.33,2298.83,304.91,42.58,124244.79,154405.84
31922.21,16089.17,161134.62,3207.08,175.21,49.54,402823.41,267825.24
18036.01,11401.97,91461.44,3416.32,368.13,37.04,145643.89,132875.29
33463.95,18627.29,77014.47,1219.42,265.98,28.37,359299.83,184023.62
33920.86,25123.6,100332.11,3041.84,140.38,40.5,271435.62,203967.71
48068.76,16490.04,93587.81,1067.04,211.41,28.19,421602.1,230663.36
19174.7,15630.51,85688.71,907.99,348.64,21.63,265546.43,125520.49
21829.01,21976.32,111458.65,2771.98,394.72,1.63,301600.31,179199.87
40794.03,23732.22,152401.63,2155.04,191.08,32.15,106914.72,136361.99
25782.35,6450.77,53909.1,2671.92,61.44,44.88,407929.65,240823.81
37092.08,26302.84,96652.72,1402.7,183.11,34.66,213019.7,141213.34
23525.76,6114.77,10420.19,770.36,318.93,20.21,298277.35,135934.69
11559.26,14292.64,141107.18,2397.05,382.32,30.84,426108.21,204745.27
37514.99,19222.39,64733.98,758.07,441.03,40.65,250106.79,171634.8
7426.6,17319.93,58193.99,1199.34,481.35,38.21,151743.03,106675.49
10730.6,5540.76,154075.5,1352.46,269.39,24.56,147395.56,92833.06
31714.42,10340.61,98009.46,1518.18,441.3,18.08,291836.48,179976.75
37616.22,22689.33,40992.73,2524.91,138.42,19.84,159777.95,143344.49
44839.71,12383.28,53407.75,717.19,284.23,45.4,182503.96,124681.53
14356.74,12525.53,66238.28,2205.61,274.3,8.49,132706.48,126458.25
6425.49,16052.24,160820.5,2599.92,386.66,43.15,234217.68,156219.25
47846.29,22768.47,85654.92,2088.85,388.83,9.76,243719.45,203496.45
8566.73,6320.13,43425.53,1721.45,149.82,49.04,272441.85,103252.32
10685.68,8564.36,94462.48,2497.51,444.07,22.42,304570.21,194170.16
15275.14,22450.04,81650.18,2978.5,446.83,36.67,302194.4,223166.9
26940.18,14637.11,24678.95,693.3,474.64,36.47,196280.91,115725.15
44258.45,10218.61,138008.23,3151.02,234.25,38.63,452325.95,281535.66
38266.76,12435.26,17222.9,364.39,493.83,39.47,265595.13,135203.97
35699.72,14317.43,146734.07,2231.83,394.61,1.95,419415.74,236833.93
9583.85,21906.81,137344.96,2269.97,330.06,13.67,287541.77,159443.34
18526.45,10107.77,24080.59,793.4,221.81,11.49,197894.33,114068.86
24441.84,5903.09,114646.08,933.28,422.79,34.93,374551.06,148505.63
8223.87,12146.75,126503.94,949.76,384.43,34.17,104940.84,62968.63
14398.06,5009.92,96342.46,689.69,296.92,14.85,485446.55,178422.08
16108.33,9065.98,96015.05,2243.5,498.6,39.68,294705.23,162790.87
7236.53,21298.78,29243.64,697.09,132.24,15.58,69999.52,70965.32
27961.74,19832.8,29493.21,2592.71,324.46,17.15,222251.97,187302.47
35546.38,8597.28,117334.67,3293.64,167.35,19.94,362018.36,211896.44
4426.65,10134.72,28414.73,1090.06,234.34,37.23,52692.66,60073.19
24575.03,8761.94,47076.94,812.34,176.08,0.59,145462.62,91838.44
39328.35,10763.09,85941.78,1717.58,173.93,45.32,463699.6,242817.34
37651.52,19478.08,44386.2,2878.48,194.64,34.6,190977.43,175332.17
40938.58,18548.01,134365.14,1931.3,37.77,29.33,96398.06,128158.57
22963.79,19578.66,137732.74,1102.84,29.53,11.87,67223.69,93967.75
41207.3,26141.43,148023.91,3695.66,365.21,39.28,317150.07,246430.29
12796.9,7869.68,18483.12,1641.47,162.35,43.64,287903.9,155544.98
18679.72,22234.29,84829.04,1517.02,20.4,25.08,330915.98,207363.89
9641.42,12529.12,137826.36,3380.63,49.93,14.62,479857.64,252359.11
23906.74,10328.63,65929.72,3119.12,105.97,19.03,48856.77,118631.32
20210.94,21035.01,122721.96,2154.34,33.62,20.81,114882.09,108449.28
12805.43,3753.92,93443.79,1456.7,473.61,15.3,132235.68,99907.08
37837.25,18977.88,70527.56,1852.28,288.5,35.61,225002.66,155464.72
16378.49,17847.32,59356.55,1032.7,203.07,17.11,78092.64,99537.66
14367.41,8833.05,106714.19,2020.46,271.03,41.06,216737.56,149519.11
7413.63,18820.82,39432.15,962.51,65.28,23.18,411773.42,179405.33
22502.26,9686.0,137466.57,2591.72,353.9,31.45,98555.76,143156.36
15845.27,20046.6,104621.58,2826.79,485.1,47.4,459958.62,206770.92
19094.37,5850.5,25848.41,3040.58,74.02,22.3,457401.64,247157.16
12563.87,6131.36,111916.6,3103.04,84.77,8.52,266233.87,170259.32
38394.62,15608.12,79997.82,749.78,318.05,27.5,432875.63,177570.84
46570.16,26468.12,55766.3,992.25,84.45,24.83,361520.39,159754.71
25398.66,8399.15,151074.36,2397.28,71.77,39.13,191234.46,151820.03
32506.92,24072.43,128606.87,1490.05,338.54,43.01,289640.72,155719.53
43491.44,13678.05,101926.52,651.29,313.14,35.63,75975.95,115867.85
49942.65,19312.44,143535.7,3006.57,116.69,48.57,257965.94,201609.25
31062.31,13590.78,94733.75,1611.21,413.36,13.46,418389.95,205131.42
44599.19,11723.3,78391.88,683.65,61.57,11.96,300915.2,188502.69
45521.8,28018.4,54884.52,1850.05,172.96,14.56,203374.69,156027.75
39781.12,17000.7,40842.17,3138.12,372.05,33.55,338508.63,197648.56
23585.64,18678.59,82578.42,2480.65,310.81,11.63,488890.61,242993.62
